0, 239.474
1, 238.289
2, 244.237
3, 245.132
4, 243.184
5, 246.947
6, 232.921
7, 245.526
8, 242.316
9, 248.816
10, 246.632
11, 244.895
12, 248.079
13, 242.026
14, 248.789
15, 247.447
16, 250
17, 250.684
18, 250.789
19, 249.368
20, 255.474
21, 255.842
22, 249.711
23, 255.158
24, 247.105
25, 252.711
26, 255.5
27, 254.342
28, 248.789
29, 254.105
30, 253.553
31, 259.237
32, 255.684
33, 259.711
34, 261.368
35, 263.684
36, 264.553
37, 269.184
38, 268.974
39, 266.079
40, 270
41, 273.868
42, 285.974
43, 288.789
44, 293.132
45, 312.289
46, 312.263
47, 318.316
48, 334.026
49, 344.895
50, 362.921
51, 379.316
52, 405.447
53, 424.711
54, 449.316
55, 463.895
56, 488.737
57, 495.368
58, 522.237
59, 541.947
60, 571.368
61, 602.526
62, 637.711
63, 672.5
64, 703.342
65, 726.553
66, 752.316
67, 775.526
68, 802.816
69, 826.763
70, 837.711
71, 864.974
72, 884.184
73, 911.053
74, 935.026
75, 944.105
76, 946.579
77, 958.158
78, 956.237
79, 964.632
80, 967.684
81, 940.5
82, 950.105
83, 962.342
84, 951.079
85, 953.211
86, 947.763
87, 955.474
88, 943.816
89, 938.316
90, 946.5
91, 953.921
92, 950.105
93, 961.842
94, 946.684
95, 953.763
96, 951.289
97, 955.868
98, 955.447
99, 952.737
100, 957.132
101, 946.921
102, 949.421
103, 947
104, 952.395
105, 944.789
106, 954.605
107, 953.447
108, 940.921
109, 942
110, 952.132
111, 943.947
112, 940.263
113, 940.842
114, 946.158
115, 945.868
116, 941.553
117, 947.947
118, 947.5
119, 940.342
120, 945.079
121, 947.105
122, 946.263
123, 950.895
124, 954.526
125, 953.868
126, 940.711
