0, 1112.13
1, 1182.53
2, 1233.2
3, 1248.27
4, 1282.53
5, 1278.2
6, 1285.6
7, 1332.87
8, 1363.27
9, 1494.07
10, 1695
11, 2065.6
12, 2564.33
13, 3253.27
14, 4112.87
15, 5106.4
16, 6189.93
17, 7420.07
18, 8582.73
19, 9762.67
20, 10785.7
21, 11695.6
22, 12450.2
23, 13038.8
24, 13501.2
25, 13883.2
26, 14005.5
27, 14177.9
28, 14125.6
29, 14076
30, 14103.9
31, 14129.2
32, 14116.9
33, 14104.5
34, 14080.5
35, 14094.5
36, 14123.7
37, 14203.5
38, 14173.4
39, 14171
40, 14252.2
41, 14305.5
42, 14212.8
43, 14250.9
44, 14248.7
45, 14242.9
46, 14240.3
47, 14257.4
48, 14337.1
49, 14335.1
